accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P51114	FXR1	RNA-binding protein FXR1	621	Homo sapiens	9606	Congenital myopathy 9B, proximal, with minicore lesions	DI-05794	CMYO9B		https://rest.uniprot.org/uniprotkb/P51114
P51168	SCNN1B	Epithelial sodium channel subunit beta	640	Homo sapiens	9606	Pseudohypoaldosteronism 1B2, autosomal recessive	DI-06537	PHA1B2		https://rest.uniprot.org/uniprotkb/P51168
P51168	SCNN1B	Epithelial sodium channel subunit beta	640	Homo sapiens	9606	Liddle syndrome 1	DI-01905	LIDLS1		https://rest.uniprot.org/uniprotkb/P51168
P51168	SCNN1B	Epithelial sodium channel subunit beta	640	Homo sapiens	9606	Bronchiectasis with or without elevated sweat chloride 1	DI-02489	BESC1		https://rest.uniprot.org/uniprotkb/P51168
P51530	DNA2	DNA replication ATP-dependent helicase/nuclease DNA2	1060	Homo sapiens	9606	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant, 6	DI-03758	PEOA6		https://rest.uniprot.org/uniprotkb/P51530
P51530	DNA2	DNA replication ATP-dependent helicase/nuclease DNA2	1060	Homo sapiens	9606	Seckel syndrome 8	DI-04089	SCKL8		https://rest.uniprot.org/uniprotkb/P51530
P51530	DNA2	DNA replication ATP-dependent helicase/nuclease DNA2	1060	Homo sapiens	9606	Rothmund-Thomson syndrome 4	DI-06901	RTS4		https://rest.uniprot.org/uniprotkb/P51530
P51531	SMARCA2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	1590	Homo sapiens	9606	Nicolaides-Baraitser syndrome	DI-03463	NCBRS		https://rest.uniprot.org/uniprotkb/P51531
P51531	SMARCA2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	1590	Homo sapiens	9606	Blepharophimosis-impaired intellectual development syndrome	DI-06094	BIS		https://rest.uniprot.org/uniprotkb/P51531
P51531	SMARCA2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	1590	Homo sapiens	9606	Schizophrenia	DI-03626	SCZD		https://rest.uniprot.org/uniprotkb/P51531
P51532	SMARCA4	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4	1647	Homo sapiens	9606	Rhabdoid tumor predisposition syndrome 2	DI-02895	RTPS2		https://rest.uniprot.org/uniprotkb/P51532
P51532	SMARCA4	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4	1647	Homo sapiens	9606	Coffin-Siris syndrome 4	DI-03455	CSS4		https://rest.uniprot.org/uniprotkb/P51532
P51532	SMARCA4	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4	1647	Homo sapiens	9606	Otosclerosis 12	DI-06878	OTSC12		https://rest.uniprot.org/uniprotkb/P51532
P51648	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	485	Homo sapiens	9606	Sjoegren-Larsson syndrome	DI-01031	SLS		https://rest.uniprot.org/uniprotkb/P51648
P51795	CLCN5	H(+)/Cl(-) exchange transporter 5	816	Homo sapiens	9606	Hypophosphatemic rickets, X-linked recessive	DI-00574	XLHRR		https://rest.uniprot.org/uniprotkb/P51795
P51795	CLCN5	H(+)/Cl(-) exchange transporter 5	816	Homo sapiens	9606	Dent disease 1	DI-00802	DENT1		https://rest.uniprot.org/uniprotkb/P51795
P51795	CLCN5	H(+)/Cl(-) exchange transporter 5	816	Homo sapiens	9606	Nephrolithiasis, X-linked recessive, with renal failure	DI-00801	XRN		https://rest.uniprot.org/uniprotkb/P51795
P51795	CLCN5	H(+)/Cl(-) exchange transporter 5	816	Homo sapiens	9606	Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis	DI-00689	LMWPHN		https://rest.uniprot.org/uniprotkb/P51795
P51797	CLCN6	H(+)/Cl(-) exchange transporter 6	869	Homo sapiens	9606	Ceroid lipofuscinosis, neuronal, 15	DI-06027	CLN15		https://rest.uniprot.org/uniprotkb/P51797
P51857	AKR1D1	Aldo-keto reductase family 1 member D1	326	Homo sapiens	9606	Congenital bile acid synthesis defect 2	DI-00330	CBAS2		https://rest.uniprot.org/uniprotkb/P51857
P51970	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	172	Homo sapiens	9606	Mitochondrial complex I deficiency, nuclear type 37	DI-06080	MC1DN37		https://rest.uniprot.org/uniprotkb/P51970
P52732	KIF11	Kinesin-like protein KIF11	1056	Homo sapiens	9606	Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development	DI-03432	MCLMR		https://rest.uniprot.org/uniprotkb/P52732
P52926	HMGA2	High mobility group protein HMGI-C	109	Homo sapiens	9606	Silver-Russell syndrome 5	DI-05851	SRS5		https://rest.uniprot.org/uniprotkb/P52926
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Atrial septal defect 7, with or without atrioventricular conduction defects	DI-00153	ASD7		https://rest.uniprot.org/uniprotkb/P52952
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Tetralogy of Fallot	DI-02362	TOF		https://rest.uniprot.org/uniprotkb/P52952
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Conotruncal heart malformations	DI-01424	CTHM		https://rest.uniprot.org/uniprotkb/P52952
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Hypothyroidism, congenital, non-goitrous, 5	DI-01404	CHNG5		https://rest.uniprot.org/uniprotkb/P52952
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Ventricular septal defect 3	DI-03331	VSD3		https://rest.uniprot.org/uniprotkb/P52952
P52952	NKX2-5	Homeobox protein Nkx-2.5	324	Homo sapiens	9606	Hypoplastic left heart syndrome 2	DI-03342	HLHS2		https://rest.uniprot.org/uniprotkb/P52952
P53618	COPB1	Coatomer subunit beta	953	Homo sapiens	9606	Baralle-Macken syndrome	DI-06071	BARMACS		https://rest.uniprot.org/uniprotkb/P53618
P53674	CRYBB1	Beta-crystallin B1	252	Homo sapiens	9606	Cataract 17, multiple types	DI-01234	CTRCT17		https://rest.uniprot.org/uniprotkb/P53674
P53701	HCCS	Holocytochrome c-type synthase	268	Homo sapiens	9606	Linear skin defects with multiple congenital anomalies 1	DI-00765	LSDMCA1		https://rest.uniprot.org/uniprotkb/P53701
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant, 1	DI-00943	PEOA1		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive, 1	DI-00947	PEOB1		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Sensory ataxic neuropathy dysarthria and ophthalmoparesis	DI-01014	SANDO		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Mitochondrial DNA depletion syndrome 4A	DI-00079	MTDPS4A		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Mitochondrial DNA depletion syndrome 4B	DI-02989	MTDPS4B		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Leigh syndrome	DI-01886	LS		https://rest.uniprot.org/uniprotkb/P54098
P54098	POLG	DNA polymerase subunit gamma-1	1239	Homo sapiens	9606	Spinocerebellar ataxia with epilepsy	DI-04684	SCAE		https://rest.uniprot.org/uniprotkb/P54098
P54289	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	1103	Homo sapiens	9606	Developmental and epileptic encephalopathy 110	DI-06558	DEE110		https://rest.uniprot.org/uniprotkb/P54289
P54710	FXYD2	Sodium/potassium-transporting ATPase subunit gamma	66	Homo sapiens	9606	Hypomagnesemia 2	DI-00577	HOMG2		https://rest.uniprot.org/uniprotkb/P54710
P54802	NAGLU	Alpha-N-acetylglucosaminidase	743	Homo sapiens	9606	Mucopolysaccharidosis 3B	DI-00775	MPS3B		https://rest.uniprot.org/uniprotkb/P54802
P54802	NAGLU	Alpha-N-acetylglucosaminidase	743	Homo sapiens	9606	Charcot-Marie-Tooth disease, axonal, type 2V	DI-04496	CMT2V		https://rest.uniprot.org/uniprotkb/P54802
P54821	PRRX1	Paired mesoderm homeobox protein 1	245	Homo sapiens	9606	Agnathia-otocephaly complex	DI-03217	AGOTC		https://rest.uniprot.org/uniprotkb/P54821
P54840	GYS2	Glycogen [starch] synthase, liver	703	Homo sapiens	9606	Glycogen storage disease 0	DI-00517	GSD0		https://rest.uniprot.org/uniprotkb/P54840
P54845	NRL	Neural retina-specific leucine zipper protein	237	Homo sapiens	9606	Retinitis pigmentosa 27	DI-00989	RP27		https://rest.uniprot.org/uniprotkb/P54845
P54845	NRL	Neural retina-specific leucine zipper protein	237	Homo sapiens	9606	Retinal degeneration autosomal recessive clumped pigment type	DI-03088	RDCP		https://rest.uniprot.org/uniprotkb/P54845
P55000	SLURP1	Secreted Ly-6/uPAR-related protein 1	103	Homo sapiens	9606	Mal de Meleda	DI-00698	MDM		https://rest.uniprot.org/uniprotkb/P55000
P55072	VCP	Transitional endoplasmic reticulum ATPase	806	Homo sapiens	9606	Inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 1	DI-01817	IBMPFD1		https://rest.uniprot.org/uniprotkb/P55072
P55072	VCP	Transitional endoplasmic reticulum ATPase	806	Homo sapiens	9606	Frontotemporal dementia and/or amyotrophic lateral sclerosis 6	DI-03119	FTDALS6		https://rest.uniprot.org/uniprotkb/P55072
P55072	VCP	Transitional endoplasmic reticulum ATPase	806	Homo sapiens	9606	Charcot-Marie-Tooth disease, axonal, type 2Y	DI-04589	CMT2Y		https://rest.uniprot.org/uniprotkb/P55072
P55157	MTTP	Microsomal triglyceride transfer protein large subunit	894	Homo sapiens	9606	Abetalipoproteinemia	DI-00014	ABL		https://rest.uniprot.org/uniprotkb/P55157
P55263	ADK	Adenosine kinase	362	Homo sapiens	9606	Hypermethioninemia due to adenosine kinase deficiency	DI-03295	HMAKD		https://rest.uniprot.org/uniprotkb/P55263
P55287	CDH11	Cadherin-11	796	Homo sapiens	9606	Elsahy-Waters syndrome	DI-05231	ESWS		https://rest.uniprot.org/uniprotkb/P55287
P55287	CDH11	Cadherin-11	796	Homo sapiens	9606	Teebi hypertelorism syndrome 2	DI-06331	TBHS2		https://rest.uniprot.org/uniprotkb/P55287
P55809	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	520	Homo sapiens	9606	Succinyl-CoA:3-oxoacid CoA transferase deficiency	DI-01863	SCOTD		https://rest.uniprot.org/uniprotkb/P55809
P56381	ATP5F1E	ATP synthase F(1) complex subunit epsilon, mitochondrial	51	Homo sapiens	9606	Mitochondrial complex V deficiency, nuclear type 3	DI-03148	MC5DN3		https://rest.uniprot.org/uniprotkb/P56381
P56589	PEX3	Peroxisomal biogenesis factor 3	373	Homo sapiens	9606	Peroxisome biogenesis disorder complementation group 12	DI-00921	PBD-CG12		https://rest.uniprot.org/uniprotkb/P56589
P56589	PEX3	Peroxisomal biogenesis factor 3	373	Homo sapiens	9606	Peroxisome biogenesis disorder 10A	DI-03592	PBD10A		https://rest.uniprot.org/uniprotkb/P56589
P56589	PEX3	Peroxisomal biogenesis factor 3	373	Homo sapiens	9606	Peroxisome biogenesis disorder 10B	DI-04964	PBD10B		https://rest.uniprot.org/uniprotkb/P56589
P56645	PER3	Period circadian protein homolog 3	1201	Homo sapiens	9606	Advanced sleep phase syndrome, familial, 3	DI-04696	FASPS3		https://rest.uniprot.org/uniprotkb/P56645
P57678	GEMIN4	Gem-associated protein 4	1058	Homo sapiens	9606	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities	DI-05220	NEDMCR		https://rest.uniprot.org/uniprotkb/P57678
P58418	CLRN1	Clarin-1	232	Homo sapiens	9606	Usher syndrome 3A	DI-01120	USH3A		https://rest.uniprot.org/uniprotkb/P58418
P58418	CLRN1	Clarin-1	232	Homo sapiens	9606	Retinitis pigmentosa 61	DI-03234	RP61		https://rest.uniprot.org/uniprotkb/P58418
P59998	ARPC4	Actin-related protein 2/3 complex subunit 4	168	Homo sapiens	9606	Developmental delay, language impairment, and ocular abnormalities	DI-06554	DEVLO		https://rest.uniprot.org/uniprotkb/P59998
P60033	CD81	CD81 antigen	236	Homo sapiens	9606	Immunodeficiency, common variable, 6	DI-02803	CVID6		https://rest.uniprot.org/uniprotkb/P60033
P60174	TPI1	Triosephosphate isomerase	249	Homo sapiens	9606	Triosephosphate isomerase deficiency	DI-02390	TPID		https://rest.uniprot.org/uniprotkb/P60174
P60763	RAC3	Ras-related C3 botulinum toxin substrate 3	192	Homo sapiens	9606	Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies	DI-05658	NEDBAF		https://rest.uniprot.org/uniprotkb/P60763
P61266	STX1B	Syntaxin-1B	288	Homo sapiens	9606	Generalized epilepsy with febrile seizures plus 9	DI-04300	GEFSP9		https://rest.uniprot.org/uniprotkb/P61266
P62266	RPS23	Small ribosomal subunit protein uS12	143	Homo sapiens	9606	Brachycephaly, trichomegaly, and developmental delay	DI-04991	BTDD		https://rest.uniprot.org/uniprotkb/P62266
P62304	SNRPE	Small nuclear ribonucleoprotein E	92	Homo sapiens	9606	Hypotrichosis 11	DI-03644	HYPT11		https://rest.uniprot.org/uniprotkb/P62304
P63096	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	354	Homo sapiens	9606	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities	DI-06412	NEDHISB		https://rest.uniprot.org/uniprotkb/P63096
P63104	YWHAZ	14-3-3 protein zeta/delta	245	Homo sapiens	9606	Popov-Chang syndrome	DI-05565	POPCHAS		https://rest.uniprot.org/uniprotkb/P63104
P67870	CSNK2B	Casein kinase II subunit beta	215	Homo sapiens	9606	Poirier-Bienvenu neurodevelopmental syndrome	DI-05733	POBINDS		https://rest.uniprot.org/uniprotkb/P67870
P67936	TPM4	Tropomyosin alpha-4 chain	248	Homo sapiens	9606	Bleeding disorder, platelet-type, 25	DI-06751	BDPLT25		https://rest.uniprot.org/uniprotkb/P67936
P78357	CNTNAP1	Contactin-associated protein 1	1384	Homo sapiens	9606	Lethal congenital contracture syndrome 7	DI-04378	LCCS7		https://rest.uniprot.org/uniprotkb/P78357
P78357	CNTNAP1	Contactin-associated protein 1	1384	Homo sapiens	9606	Neuropathy, congenital hypomyelinating, 3	DI-05377	CHN3		https://rest.uniprot.org/uniprotkb/P78357
P78364	PHC1	Polyhomeotic-like protein 1	1004	Homo sapiens	9606	Microcephaly 11, primary, autosomal recessive	DI-03890	MCPH11		https://rest.uniprot.org/uniprotkb/P78364
P78504	JAG1	Protein jagged-1	1218	Homo sapiens	9606	Alagille syndrome 1	DI-00071	ALGS1		https://rest.uniprot.org/uniprotkb/P78504
P78504	JAG1	Protein jagged-1	1218	Homo sapiens	9606	Tetralogy of Fallot	DI-02362	TOF		https://rest.uniprot.org/uniprotkb/P78504
P78504	JAG1	Protein jagged-1	1218	Homo sapiens	9606	Deafness, congenital heart defects, and posterior embryotoxon	DI-05252	DCHE		https://rest.uniprot.org/uniprotkb/P78504
P78504	JAG1	Protein jagged-1	1218	Homo sapiens	9606	Charcot-Marie-Tooth disease, axonal, type 2HH	DI-06245	CMT2HH		https://rest.uniprot.org/uniprotkb/P78504
P78508	KCNJ10	ATP-sensitive inward rectifier potassium channel 10	379	Homo sapiens	9606	Seizures, sensorineural deafness, ataxia, impaired intellectual development, and electrolyte imbalance	DI-02543	SESAMES		https://rest.uniprot.org/uniprotkb/P78508
P78562	PHEX	Phosphate-regulating neutral endopeptidase PHEX	749	Homo sapiens	9606	Hypophosphatemic rickets, X-linked dominant	DI-02447	XLHRD		https://rest.uniprot.org/uniprotkb/P78562
P80404	ABAT	4-aminobutyrate aminotransferase, mitochondrial	500	Homo sapiens	9606	GABA-transaminase deficiency	DI-01641	GABATD		https://rest.uniprot.org/uniprotkb/P80404
P83876	TXNL4A	Thioredoxin-like protein 4A	142	Homo sapiens	9606	Burn-McKeown syndrome	DI-04322	BMKS		https://rest.uniprot.org/uniprotkb/P83876
P84243	H3-3A	Histone H3.3	136	Homo sapiens	9606	Glioma	DI-02566	GLM		https://rest.uniprot.org/uniprotkb/P84243
P84243	H3-3A	Histone H3.3	136	Homo sapiens	9606	Bryant-Li-Bhoj neurodevelopmental syndrome 1	DI-06327	BRYLIB1		https://rest.uniprot.org/uniprotkb/P84243
P84243	H3-3A	Histone H3.3	136	Homo sapiens	9606	Bryant-Li-Bhoj neurodevelopmental syndrome 2	DI-06328	BRYLIB2		https://rest.uniprot.org/uniprotkb/P84243
P84996	GNAS	Protein ALEX	626	Homo sapiens	9606	ACTH-independent macronodular adrenal hyperplasia 1	DI-01167	AIMAH1		https://rest.uniprot.org/uniprotkb/P84996
P84996	GNAS	Protein ALEX	626	Homo sapiens	9606	Pseudohypoparathyroidism 1B	DI-02817	PHP1B		https://rest.uniprot.org/uniprotkb/P84996
P84996	GNAS	Protein ALEX	626	Homo sapiens	9606	Colorectal cancer	DI-01359	CRC		https://rest.uniprot.org/uniprotkb/P84996
P98155	VLDLR	Very low-density lipoprotein receptor	873	Homo sapiens	9606	Cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 1	DI-02742	CAMRQ1		https://rest.uniprot.org/uniprotkb/P98155
P98194	ATP2C1	Calcium-transporting ATPase type 2C member 1	919	Homo sapiens	9606	Hailey-Hailey disease	DI-01693	HHD		https://rest.uniprot.org/uniprotkb/P98194
P99999	CYCS	Cytochrome c	105	Homo sapiens	9606	Thrombocytopenia 4	DI-01100	THC4		https://rest.uniprot.org/uniprotkb/P99999
Q00325	SLC25A3	Solute carrier family 25 member 3	362	Homo sapiens	9606	Mitochondrial phosphate carrier deficiency	DI-01985	MPCD		https://rest.uniprot.org/uniprotkb/Q00325
Q00LT1	PRCD	Photoreceptor disk component PRCD	54	Homo sapiens	9606	Retinitis pigmentosa 36	DI-02263	RP36		https://rest.uniprot.org/uniprotkb/Q00LT1
Q01081	U2AF1	Splicing factor U2AF 35 kDa subunit	240	Homo sapiens	9606	Myelodysplastic syndrome	DI-03291	MDS		https://rest.uniprot.org/uniprotkb/Q01081
Q01201	RELB	Transcription factor RelB	579	Homo sapiens	9606	Immunodeficiency 53	DI-05045	IMD53		https://rest.uniprot.org/uniprotkb/Q01201
Q01668	CACNA1D	Voltage-dependent L-type calcium channel subunit alpha-1D	2161	Homo sapiens	9606	Sinoatrial node dysfunction and deafness	DI-03562	SANDD		https://rest.uniprot.org/uniprotkb/Q01668
Q01668	CACNA1D	Voltage-dependent L-type calcium channel subunit alpha-1D	2161	Homo sapiens	9606	Primary aldosteronism, seizures, and neurologic abnormalities	DI-03908	PASNA		https://rest.uniprot.org/uniprotkb/Q01668
Q01718	MC2R	Adrenocorticotropic hormone receptor	297	Homo sapiens	9606	Glucocorticoid deficiency 1	DI-01669	GCCD1		https://rest.uniprot.org/uniprotkb/Q01718
Q01814	ATP2B2	Plasma membrane calcium-transporting ATPase 2	1243	Homo sapiens	9606	Deafness, autosomal dominant, 82	DI-06372	DFNA82		https://rest.uniprot.org/uniprotkb/Q01814
Q01968	OCRL	Inositol polyphosphate 5-phosphatase OCRL	901	Homo sapiens	9606	Lowe oculocerebrorenal syndrome	DI-01916	OCRL		https://rest.uniprot.org/uniprotkb/Q01968
Q01968	OCRL	Inositol polyphosphate 5-phosphatase OCRL	901	Homo sapiens	9606	Dent disease 2	DI-00386	DENT2		https://rest.uniprot.org/uniprotkb/Q01968
Q01974	ROR2	Tyrosine-protein kinase transmembrane receptor ROR2	943	Homo sapiens	9606	Brachydactyly B1	DI-00196	BDB1		https://rest.uniprot.org/uniprotkb/Q01974
Q01974	ROR2	Tyrosine-protein kinase transmembrane receptor ROR2	943	Homo sapiens	9606	Robinow syndrome, autosomal recessive 1	DI-02247	RRS1		https://rest.uniprot.org/uniprotkb/Q01974
Q02094	RHAG	Ammonium transporter Rh type A	409	Homo sapiens	9606	Regulator type Rh-null hemolytic anemia	DI-02251	RHN		https://rest.uniprot.org/uniprotkb/Q02094
Q02094	RHAG	Ammonium transporter Rh type A	409	Homo sapiens	9606	Overhydrated hereditary stomatocytosis	DI-04608	OHST		https://rest.uniprot.org/uniprotkb/Q02094
Q02108	GUCY1A1	Guanylate cyclase soluble subunit alpha-1	690	Homo sapiens	9606	Moyamoya disease 6 with or without achalasia	DI-04074	MYMY6		https://rest.uniprot.org/uniprotkb/Q02108
Q02413	DSG1	Desmoglein-1	1049	Homo sapiens	9606	Palmoplantar keratoderma 1, striate, focal, or diffuse	DI-00895	PPKS1		https://rest.uniprot.org/uniprotkb/Q02413
Q02413	DSG1	Desmoglein-1	1049	Homo sapiens	9606	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE	DI-03968	EPKHE		https://rest.uniprot.org/uniprotkb/Q02413
Q02548	PAX5	Paired box protein Pax-5	391	Homo sapiens	9606	Leukemia, acute lymphoblastic, 3	DI-03959	ALL3		https://rest.uniprot.org/uniprotkb/Q02548
Q03112	MECOM	Histone-lysine N-methyltransferase MECOM	1230	Homo sapiens	9606	Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	DI-04632	RUSAT2		https://rest.uniprot.org/uniprotkb/Q03112
Q05586	GRIN1	Glutamate receptor ionotropic, NMDA 1	938	Homo sapiens	9606	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	DI-05176	NDHMSD		https://rest.uniprot.org/uniprotkb/Q05586
Q05586	GRIN1	Glutamate receptor ionotropic, NMDA 1	938	Homo sapiens	9606	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	DI-05175	NDHMSR		https://rest.uniprot.org/uniprotkb/Q05586
Q05586	GRIN1	Glutamate receptor ionotropic, NMDA 1	938	Homo sapiens	9606	Developmental and epileptic encephalopathy 101	DI-06373	DEE101		https://rest.uniprot.org/uniprotkb/Q05586
Q05823	RNASEL	2-5A-dependent ribonuclease	741	Homo sapiens	9606	Prostate cancer, hereditary, 1	DI-01736	HPC1		https://rest.uniprot.org/uniprotkb/Q05823
Q06495	SLC34A1	Sodium-dependent phosphate transport protein 2A	639	Homo sapiens	9606	Nephrolithiasis/osteoporosis, hypophosphatemic, 1	DI-01797	NPHLOP1		https://rest.uniprot.org/uniprotkb/Q06495
Q06495	SLC34A1	Sodium-dependent phosphate transport protein 2A	639	Homo sapiens	9606	Fanconi renotubular syndrome 2	DI-02851	FRTS2		https://rest.uniprot.org/uniprotkb/Q06495
Q06495	SLC34A1	Sodium-dependent phosphate transport protein 2A	639	Homo sapiens	9606	Hypercalcemia, infantile, 2	DI-04726	HCINF2		https://rest.uniprot.org/uniprotkb/Q06495
Q06945	SOX4	Transcription factor SOX-4	474	Homo sapiens	9606	Intellectual developmental disorder with speech delay and dysmorphic facies	DI-05618	IDDSDF		https://rest.uniprot.org/uniprotkb/Q06945
Q07283	TCHH	Trichohyalin	1943	Homo sapiens	9606	Uncombable hair syndrome 3	DI-04897	UHS3		https://rest.uniprot.org/uniprotkb/Q07283
Q07326	PIGF	GPI ethanolamine phosphate transferase, stabilizing subunit	219	Homo sapiens	9606	Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome	DI-06139	OORS		https://rest.uniprot.org/uniprotkb/Q07326
Q08209	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	521	Homo sapiens	9606	Epileptic encephalopathy, infantile or early childhood, 1	DI-05114	IECEE1		https://rest.uniprot.org/uniprotkb/Q08209
Q08209	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	521	Homo sapiens	9606	Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development	DI-05453	ACCIID		https://rest.uniprot.org/uniprotkb/Q08209
Q08AM6	VAC14	Protein VAC14 homolog	782	Homo sapiens	9606	Striatonigral degeneration, childhood-onset	DI-04778	SNDC		https://rest.uniprot.org/uniprotkb/Q08AM6
Q0IIM8	TBC1D8B	TBC1 domain family member 8B	1120	Homo sapiens	9606	Nephrotic syndrome 20	DI-05603	NPHS20		https://rest.uniprot.org/uniprotkb/Q0IIM8
Q0VAK6	LMOD3	Leiomodin-3	560	Homo sapiens	9606	Nemaline myopathy 10	DI-04292	NEM10		https://rest.uniprot.org/uniprotkb/Q0VAK6
Q0VG99	MESP2	Mesoderm posterior protein 2	397	Homo sapiens	9606	Spondylocostal dysostosis 2, autosomal recessive	DI-01082	SCDO2		https://rest.uniprot.org/uniprotkb/Q0VG99
Q10570	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1443	Homo sapiens	9606	Myopia 27, autosomal dominant	DI-05775	MYP27		https://rest.uniprot.org/uniprotkb/Q10570
Q10571	MN1	Transcriptional activator MN1	1320	Homo sapiens	9606	CEBALID syndrome	DI-05758	CEBALID		https://rest.uniprot.org/uniprotkb/Q10571
Q12769	NUP160	Nuclear pore complex protein Nup160	1436	Homo sapiens	9606	Nephrotic syndrome 19	DI-05380	NPHS19		https://rest.uniprot.org/uniprotkb/Q12769
Q12794	HYAL1	Hyaluronidase-1	435	Homo sapiens	9606	Mucopolysaccharidosis 9	DI-00782	MPS9		https://rest.uniprot.org/uniprotkb/Q12794
Q12797	ASPH	Aspartyl/asparaginyl beta-hydroxylase	758	Homo sapiens	9606	Facial dysmorphism, lens dislocation, anterior segment abnormalities, and spontaneous filtering blebs	DI-04142	FDLAB		https://rest.uniprot.org/uniprotkb/Q12797
Q12830	BPTF	Nucleosome-remodeling factor subunit BPTF	3046	Homo sapiens	9606	Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	DI-05137	NEDDFL		https://rest.uniprot.org/uniprotkb/Q12830
Q12860	CNTN1	Contactin-1	1018	Homo sapiens	9606	Congenital myopathy 12	DI-01385	CMYO12		https://rest.uniprot.org/uniprotkb/Q12860
Q12965	MYO1E	Unconventional myosin-Ie	1108	Homo sapiens	9606	Focal segmental glomerulosclerosis 6	DI-03188	FSGS6		https://rest.uniprot.org/uniprotkb/Q12965
Q13043	STK4	Serine/threonine-protein kinase 4	487	Homo sapiens	9606	Immunodeficiency 110 with lymphoproliferation	DI-03600	IMD110		https://rest.uniprot.org/uniprotkb/Q13043
Q13117	DAZ2	Deleted in azoospermia protein 2	558	Homo sapiens	9606	Spermatogenic failure Y-linked 2	DI-02062	SPGFY2		https://rest.uniprot.org/uniprotkb/Q13117
Q13158	FADD	FAS-associated death domain protein	208	Homo sapiens	9606	Infections, recurrent, associated with encephalopathy, hepatic dysfunction and cardiovascular malformations	DI-03003	IEHDCM		https://rest.uniprot.org/uniprotkb/Q13158
Q13177	PAK2	Serine/threonine-protein kinase PAK 2	524	Homo sapiens	9606	Knobloch syndrome 2	DI-06463	KNO2		https://rest.uniprot.org/uniprotkb/Q13177
Q13216	ERCC8	DNA excision repair protein ERCC-8	396	Homo sapiens	9606	Cockayne syndrome A	DI-00311	CSA		https://rest.uniprot.org/uniprotkb/Q13216
Q13216	ERCC8	DNA excision repair protein ERCC-8	396	Homo sapiens	9606	UV-sensitive syndrome 2	DI-03443	UVSS2		https://rest.uniprot.org/uniprotkb/Q13216
Q13253	NOG	Noggin	232	Homo sapiens	9606	Symphalangism, proximal 1A	DI-02350	SYM1A		https://rest.uniprot.org/uniprotkb/Q13253
